SrcAddr,DstAddr,SrcMac,DstMac,Sport,Dport,State,Proto,SrcRate,DstRate,class
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,60085.0,8899.0,INT,udp,548.1700440000002,0.0,5
192.168.0.15,192.168.0.12,f0:18:98:5e:ff:9f,Broadcast,,,INT,arp,1.65307,0.0,9
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,60209.0,8899.0,INT,udp,230.365097,0.0,5
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,4448.0,52330.0,E,tcp,0.77312,0.0,2
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,6278.0,80.0,sER,tcp,2.687387,0.0,4
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,57929.0,340.0,s,tcp,0.0,0.0,7
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,3182.0,52330.0,E,tcp,0.20917800000000006,0.0,2
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,5220.0,80.0,ER,tcp,4.307331,0.0,4
192.168.0.15,192.168.0.101,f0:18:98:5e:ff:9f,Broadcast,,,INT,arp,0.0,0.0,9
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,55916.0,9878.0,s,tcp,0.0,0.0,7
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,9750.0,7777.0,E,tcp,0.0,0.0,2
192.168.0.15,192.168.0.243,f0:18:98:5e:ff:9f,Broadcast,,,INT,arp,0.0,0.0,9
192.168.0.15,192.168.0.26,f0:18:98:5e:ff:9f,Broadcast,,,INT,arp,3.108689,0.0,9
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,57929.0,32769.0,s,tcp,0.0,0.0,7
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,57929.0,9500.0,s,tcp,0.0,0.0,7
222.203.115.145,192.168.0.13,88:36:6c:f2:ce:a7,bc:1c:81:4b:ae:ba,5199.0,554.0,s,tcp,0.0,0.0,1
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,1055.0,52330.0,E,tcp,0.0,0.0,2
198.252.206.25,192.168.0.14,88:36:6c:d7:1c:56,a8:66:7f:0e:3f:54,443,52650,E,tcp,0.0,0.0,0
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,64778.0,9988.0,REQ,udp,1496.8400880000004,0.0,5
192.168.0.24,192.168.0.1,04:32:f4:45:17:b3,f0:18:98:5e:ff:9f,,,RSP,arp,0.0,0.500764,6
192.168.0.13,192.168.0.24,bc:1c:81:4b:ae:ba,04:32:f4:45:17:b3,5859.0,23.0,sEf,tcp,0.0,0.0,3
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,53443.0,7777.0,E,tcp,0.0,0.0,2
192.168.0.24,192.168.0.13,04:32:f4:45:17:b3,bc:1c:81:4b:ae:ba,5778.0,23.0,sE,tcp,36.349625,0.0,3
108.177.97.189,192.168.0.14,88:36:6c:d7:1c:56,a8:66:7f:0e:3f:54,443,50510,REQ,udp,0.0,0.0,0
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,51601.0,554.0,sEf,tcp,0.0,0.0,8
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,4981.0,80.0,R,tcp,0.0,0.0,4
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,5896.0,80.0,sE,tcp,318.133636,0.0,4
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,60165.0,8899.0,INT,udp,941.114258,0.0,5
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,5407.0,52330.0,E,tcp,0.27684699999999995,0.0,2
192.168.0.15,192.168.0.22,f0:18:98:5e:ff:9f,Broadcast,,,INT,arp,0.0,0.0,9
222.28.6.4,192.168.0.13,88:36:6c:f2:ce:a7,bc:1c:81:4b:ae:ba,3832.0,554.0,s,tcp,0.0,0.0,1
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,5872.0,80.0,sER,tcp,0.628019,0.0,4
192.168.0.16,192.168.0.1,48:4b:aa:2c:d8:f9,88:36:6c:d7:1c:56,,,CON,arp,0.0,0.0,0
192.168.0.24,223.39.123.191,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,51165,443,EfR,tcp,136.332642,0.0,0
222.233.132.102,192.168.0.13,88:36:6c:f2:ce:a7,bc:1c:81:4b:ae:ba,1903.0,554.0,s,tcp,0.0,0.0,1
222.220.254.217,192.168.0.13,88:36:6c:f2:ce:a7,bc:1c:81:4b:ae:ba,5521.0,554.0,s,tcp,0.0,0.0,1
192.168.0.15,192.168.0.184,f0:18:98:5e:ff:9f,Broadcast,,,INT,arp,0.0,0.0,9
222.70.181.183,192.168.0.13,88:36:6c:f2:ce:a7,bc:1c:81:4b:ae:ba,4615.0,554.0,s,tcp,0.0,0.0,1
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,7214.0,7777.0,E,tcp,0.0,0.0,2
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,51770.0,8200.0,sEf,tcp,0.0,0.0,8
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,5166.0,52330.0,E,tcp,0.0,0.0,2
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,55916.0,3880.0,s,tcp,0.0,0.0,7
192.168.0.15,192.168.0.131,f0:18:98:5e:ff:9f,Broadcast,,,INT,arp,1.649716,0.0,9
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,64780.0,9988.0,INT,udp,71.70742800000002,0.0,5
192.168.0.13,192.168.0.16,bc:1c:81:4b:ae:ba,f0:18:98:5e:ff:9f,,,RSP,arp,0.0,0.499104,6
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,5452.0,52330.0,E,tcp,0.417265,0.0,2
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,59392.0,80.0,E,tcp,0.0,0.0,4
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,60066.0,8011.0,REQ,udp,32.180721000000005,0.0,5
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,5245.0,80.0,ER,tcp,0.711954,0.0,4
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,1894.0,52330.0,E,tcp,0.0,0.0,2
192.168.0.15,192.168.0.30,f0:18:98:5e:ff:9f,Broadcast,,,INT,arp,0.0,0.0,9
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,51954.0,8200.0,sEf,tcp,0.0,0.0,8
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,6005.0,80.0,R,tcp,0.0,0.0,4
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,55983.0,8043.0,REQ,udp,42.756626,0.0,5
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,49438.0,8011.0,REQ,udp,32.247516999999995,0.0,5
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,6083.0,80.0,R,tcp,0.0,0.0,4
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,52797.0,8011.0,REQ,udp,32.362213,0.0,5
192.168.0.15,192.168.0.143,f0:18:98:5e:ff:9f,Broadcast,,,INT,arp,0.0,0.0,9
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,4072.0,7777.0,E,tcp,0.0,0.0,2
192.168.0.15,192.168.0.136,f0:18:98:5e:ff:9f,Broadcast,,,INT,arp,1.62762,0.0,9
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,51764.0,9010.0,sE,tcp,321.595093,0.0,8
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,56111.0,8043.0,REQ,udp,43.155022,0.0,5
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,5208.0,80.0,R,tcp,0.0,0.0,4
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,7730.0,52330.0,E,tcp,0.0,0.0,2
192.168.0.15,192.168.0.233,f0:18:98:5e:ff:9f,Broadcast,,,INT,arp,1.077048,0.0,9
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,64779.0,9988.0,REQ,udp,72.71965,0.0,5
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,59459.0,80.0,sE,tcp,88.321022,0.0,4
192.168.0.15,192.168.0.247,f0:18:98:5e:ff:9f,Broadcast,,,INT,arp,0.0,0.0,9
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,52143.0,18040.0,s,tcp,0.0,0.0,7
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,60123.0,8899.0,INT,udp,1031.009033,0.0,5
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,5146.0,80.0,R,tcp,0.0,0.0,4
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,52143.0,24800.0,s,tcp,0.0,0.0,7
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,57929.0,1152.0,s,tcp,0.0,0.0,7
192.168.0.24,192.168.0.116,04:32:f4:45:17:b3,Broadcast,,,INT,arp,0.40003,0.0,6
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,7964.0,52330.0,E,tcp,0.0,0.0,2
222.197.233.25,192.168.0.13,88:36:6c:f2:ce:a7,bc:1c:81:4b:ae:ba,5730.0,554.0,s,tcp,0.0,0.0,1
192.168.0.13,192.168.0.24,bc:1c:81:4b:ae:ba,04:32:f4:45:17:b3,5664.0,23.0,sEf,tcp,0.0,0.0,3
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,55916.0,7937.0,s,tcp,0.0,0.0,7
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,56112.0,8043.0,REQ,udp,42.654026,0.0,5
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,60080.0,8899.0,INT,udp,302.68689,0.0,5
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,52143.0,4005.0,s,tcp,0.0,0.0,7
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,1747.0,52330.0,E,tcp,0.0,0.0,2
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,63870.0,7777.0,E,tcp,0.0,0.0,2
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,15228.0,7777.0,E,tcp,0.0,0.0,2
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,64122.0,80.0,E,tcp,0.0,0.0,4
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,5827.0,80.0,sER,tcp,0.0,0.0,4
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,12650.0,7777.0,E,tcp,0.0,0.0,2
192.168.0.24,104.70.122.58,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,50966,443,sSE,tcp,106.405617,0.0,0
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,55916.0,900.0,s,tcp,0.0,0.0,7
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,5304.0,80.0,sER,tcp,1.246379,0.0,4
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,5736.0,80.0,ER,tcp,13.97162,0.0,4
222.26.30.194,192.168.0.13,88:36:6c:f2:ce:a7,bc:1c:81:4b:ae:ba,5284.0,554.0,s,tcp,3401.360596,0.0,1
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,51962.0,8200.0,f,tcp,0.0,0.0,8
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,51888.0,554.0,sE,tcp,633.0449219999998,0.0,8
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,8751.0,52330.0,E,tcp,0.0,0.0,2
192.168.0.13,192.168.0.16,bc:1c:81:4b:ae:ba,48:4b:aa:2c:d8:f9,9020,49668,R,tcp,0.0,0.0,0
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,57929.0,1145.0,s,tcp,1200.480225,0.0,7
192.168.0.15,192.168.0.14,f0:18:98:5e:ff:9f,Broadcast,,,INT,arp,0.362137,0.0,9
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,48736.0,7777.0,E,tcp,0.0,0.0,2
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,5931.0,80.0,sE,tcp,89.453438,0.0,4
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,51598.0,554.0,sEf,tcp,0.0,0.0,8
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,52797.0,8011.0,REQ,udp,32.236839,0.0,5
222.23.141.40,192.168.0.13,88:36:6c:f2:ce:a7,bc:1c:81:4b:ae:ba,4158.0,554.0,s,tcp,0.0,0.0,1
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,60111.0,8899.0,INT,udp,1178.790894,0.0,5
192.168.0.13,192.168.0.16,bc:1c:81:4b:ae:ba,f0:18:98:5e:ff:9f,,,RSP,arp,0.0,0.4995020000000001,6
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,55916.0,1914.0,s,tcp,0.0,0.0,7
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,51740.0,8200.0,sE,tcp,1737.3811039999996,0.0,8
192.168.0.24,192.168.0.13,04:32:f4:45:17:b3,bc:1c:81:4b:ae:ba,11447.0,23.0,sER,tcp,49.126598,0.0,3
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,55916.0,3260.0,s,tcp,0.0,0.0,7
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,51717.0,8000.0,sE,tcp,554.477417,0.0,8
222.75.226.38,192.168.0.13,88:36:6c:f2:ce:a7,bc:1c:81:4b:ae:ba,7845.0,554.0,s,tcp,0.0,0.0,1
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,4434.0,52330.0,E,tcp,0.0,0.0,2
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,52143.0,4.0,s,tcp,0.0,0.0,7
222.102.31.57,192.168.0.13,88:36:6c:f2:ce:a7,bc:1c:81:4b:ae:ba,1018.0,554.0,s,tcp,0.0,0.0,1
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,5254.0,80.0,R,tcp,0.0,0.0,4
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,5098.0,52330.0,E,tcp,0.3385,0.0,2
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,26103.0,7777.0,E,tcp,0.0,0.0,2
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,6439.0,7777.0,E,tcp,0.0,0.0,2
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,51990.0,8899.0,REQ,udp,270.970642,0.0,5
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,19965.0,7777.0,E,tcp,0.0,0.0,2
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,52143.0,666.0,s,tcp,0.0,0.0,7
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,8357.0,52330.0,E,tcp,0.0,0.0,2
192.168.0.15,192.168.0.134,f0:18:98:5e:ff:9f,Broadcast,,,INT,arp,9.558676,0.0,9
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,55916.0,9000.0,s,tcp,0.0,0.0,7
192.168.0.15,192.168.0.190,f0:18:98:5e:ff:9f,Broadcast,,,INT,arp,1.6287200000000002,0.0,9
192.168.0.15,192.168.0.89,f0:18:98:5e:ff:9f,Broadcast,,,INT,arp,0.0,0.0,9
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,12801.0,7777.0,E,tcp,0.0,0.0,2
222.217.118.5,192.168.0.13,88:36:6c:f2:ce:a7,bc:1c:81:4b:ae:ba,7757.0,554.0,s,tcp,0.0,0.0,1
222.250.156.185,192.168.0.13,88:36:6c:f2:ce:a7,bc:1c:81:4b:ae:ba,6345.0,554.0,s,tcp,0.0,0.0,1
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,12240.0,7777.0,E,tcp,0.0,0.0,2
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,52143.0,5922.0,s,tcp,0.0,0.0,7
192.168.0.24,223.39.118.176,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,38612,443,sSEfF,tcp,30.337963,30.337963,0
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,5104.0,80.0,R,tcp,0.0,0.0,4
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,5218.0,80.0,ER,tcp,1.388706,0.0,4
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,55916.0,8192.0,s,tcp,0.0,0.0,7
192.168.0.13,192.168.0.24,bc:1c:81:4b:ae:ba,04:32:f4:45:17:b3,11376.0,23.0,sER,tcp,0.0,0.0,3
222.156.119.217,192.168.0.13,88:36:6c:f2:ce:a7,bc:1c:81:4b:ae:ba,4563.0,554.0,s,tcp,0.0,0.0,1
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,52143.0,6001.0,s,tcp,0.0,0.0,7
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,44937.0,7777.0,E,tcp,0.0,0.0,2
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,52143.0,1080.0,s,tcp,0.0,0.0,7
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,6165.0,52330.0,E,tcp,0.0,0.0,2
222.42.255.251,192.168.0.13,88:36:6c:f2:ce:a7,bc:1c:81:4b:ae:ba,8082.0,554.0,s,tcp,0.0,0.0,1
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,59443.0,80.0,sE,tcp,118.235916,0.0,4
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,51587.0,9010.0,sE,tcp,395.022705,0.0,8
192.168.0.15,192.168.0.125,f0:18:98:5e:ff:9f,Broadcast,,,INT,arp,1.631859,0.0,9
192.168.0.15,192.168.0.120,f0:18:98:5e:ff:9f,Broadcast,,,INT,arp,3.253831,0.0,9
172.217.25.99,192.168.0.14,88:36:6c:d7:1c:56,a8:66:7f:0e:3f:54,443,49191,REQ,udp,0.0,0.0,0
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,64777.0,9988.0,REQ,udp,58.89004499999999,0.0,5
192.168.0.13,192.168.0.16,bc:1c:81:4b:ae:ba,48:4b:aa:2c:d8:f9,58163,59513,E,tcp,0.0,0.0,0
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,5835.0,80.0,R,tcp,0.0,0.0,4
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,5782.0,80.0,sER,tcp,0.0,0.0,4
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,55986.0,8043.0,REQ,udp,42.811131,0.0,5
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,6424.0,52330.0,E,tcp,0.402653,0.0,2
192.168.0.15,192.168.0.114,f0:18:98:5e:ff:9f,Broadcast,,,INT,arp,9.813864,0.0,9
192.168.0.24,192.168.0.13,04:32:f4:45:17:b3,bc:1c:81:4b:ae:ba,11444.0,23.0,sER,tcp,0.0,0.0,3
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,7970.0,52330.0,E,tcp,0.0,0.0,2
192.168.0.15,192.168.0.163,f0:18:98:5e:ff:9f,Broadcast,,,INT,arp,38.246769,0.0,9
222.234.34.23,192.168.0.13,88:36:6c:f2:ce:a7,bc:1c:81:4b:ae:ba,3289.0,554.0,s,tcp,0.0,0.0,1
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,62743.0,8043.0,REQ,udp,42.433285,0.0,5
222.201.83.222,192.168.0.13,88:36:6c:f2:ce:a7,bc:1c:81:4b:ae:ba,2042.0,554.0,s,tcp,0.0,0.0,1
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,51714.0,8000.0,sE,tcp,346.18045,0.0,8
222.189.168.78,192.168.0.13,88:36:6c:f2:ce:a7,bc:1c:81:4b:ae:ba,1587.0,554.0,s,tcp,0.0,0.0,1
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,24396.0,7777.0,E,tcp,0.0,0.0,2
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,5077.0,52330.0,E,tcp,0.318249,0.0,2
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,62742.0,8043.0,REQ,udp,42.847672,0.0,5
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,7128.0,52330.0,E,tcp,0.0,0.0,2
192.168.0.15,192.168.0.255,f0:18:98:5e:ff:9f,Broadcast,,,INT,arp,0.0,0.0,9
192.168.0.15,192.168.0.132,f0:18:98:5e:ff:9f,Broadcast,,,INT,arp,0.0,0.0,9
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,57929.0,7000.0,s,tcp,0.0,0.0,7
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,5970.0,52330.0,E,tcp,0.212339,0.0,2
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,7073.0,52330.0,E,tcp,1.2804950000000002,0.0,2
192.168.0.23,223.39.118.176,a8:2b:b9:d6:5d:9c,88:36:6c:d7:1c:56,37496,443,SEC,tcp,0.0,0.0,0
192.168.0.15,192.168.0.79,f0:18:98:5e:ff:9f,Broadcast,,,INT,arp,3.267611,0.0,9
192.168.0.24,8.8.8.8,04:32:f4:45:17:b3,f0:18:98:5e:ff:9f,60592.0,53.0,CON,udp,0.0,0.0,6
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,7711.0,52330.0,E,tcp,0.0,0.0,2
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,55916.0,1461.0,s,tcp,0.0,0.0,7
222.97.223.63,192.168.0.13,88:36:6c:f2:ce:a7,bc:1c:81:4b:ae:ba,5182.0,554.0,s,tcp,0.0,0.0,1
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,21019.0,7777.0,E,tcp,0.0,0.0,2
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,55916.0,113.0,s,tcp,0.0,0.0,7
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,8666.0,52330.0,E,tcp,0.803163,0.0,2
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,5666.0,80.0,ER,tcp,0.803303,0.0,4
222.17.25.160,192.168.0.13,88:36:6c:f2:ce:a7,bc:1c:81:4b:ae:ba,1985.0,554.0,s,tcp,0.0,0.0,1
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,6052.0,80.0,sER,tcp,619.195068,0.0,4
222.147.88.151,192.168.0.13,88:36:6c:f2:ce:a7,bc:1c:81:4b:ae:ba,3907.0,554.0,s,tcp,0.0,0.0,1
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,3892.0,52330.0,E,tcp,0.0,0.0,2
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,55916.0,705.0,s,tcp,0.0,0.0,7
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,4604.0,52330.0,E,tcp,0.0,0.0,2
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,6384.0,52330.0,E,tcp,0.262949,0.0,2
192.168.0.24,192.168.0.13,04:32:f4:45:17:b3,bc:1c:81:4b:ae:ba,5786.0,23.0,sEf,tcp,0.0,0.0,3
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,51874.0,8200.0,sE,tcp,328.137817,0.0,8
222.59.99.51,192.168.0.13,88:36:6c:f2:ce:a7,bc:1c:81:4b:ae:ba,8985.0,554.0,s,tcp,0.0,0.0,1
222.13.208.230,192.168.0.13,88:36:6c:f2:ce:a7,bc:1c:81:4b:ae:ba,4600.0,554.0,s,tcp,0.0,0.0,1
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,51746.0,554.0,sE,tcp,247.157684,0.0,8
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,51996.0,8899.0,REQ,udp,215.436157,0.0,5
