SrcAddr,DstAddr,Sport,Dport,Proto,State,SrcRate,DstRate
192.168.0.13,3.0.230.212,33397,8820,tcp,CON,11.431314,0
192.168.0.13,192.168.0.16,9020,49784,tcp,FIN,224.256317,122.139603
192.168.0.13,192.168.0.16,58163,59513,tcp,CON,0,0
192.168.0.24,104.70.122.58,50966,443,tcp,CON,355.551331,1493.315674
178.88.48.95,66.157.178.198,59672,29215,tcp,CON,0,0
192.168.0.16,13.228.245.106,57216,80,tcp,CON,5.461213,4.551011
13.228.233.32,192.168.0.13,6000,47501,udp,CON,0,0
48:4b:aa:2c:d8:f9,bc:1c:81:cb:24:a9,,,ip,INT,0,0
192.168.0.14,239.255.255.250,58881,1900,udp,INT,4.565511,0
192.168.0.14,192.168.0.1,53191,80,tcp,FIN,0,851.602783
192.168.0.1,192.168.0.13,,,arp,CON,0,0
192.168.0.16,192.168.0.13,49784,9004,tcp,CON,0,0
192.168.0.13,192.168.0.16,9020,49784,tcp,FIN,276.60498,117.20211
192.168.0.13,192.168.0.16,,,unas,INT,0,0
74.125.203.189,192.168.0.14,443,62988,udp,REQ,0,0
192.168.0.24,104.70.122.58,50966,443,tcp,CON,204.744217,965.222717
192.168.0.1,192.168.0.24,,,arp,RSP,0,0
210.130.230.80,240.69.122.58,,,unas,INT,0,0
192.168.0.14,192.168.0.1,53192,80,tcp,FIN,0,533.734924
192.168.0.1,224.0.0.1,,,igmp,INT,13.393066,0
192.168.0.13,224.0.0.251,,,igmp,REQ,0,0
192.168.0.13,239.255.255.250,,,igmp,REQ,0,0
192.168.0.16,224.0.0.251,,,igmp,INT,0,0
108.177.97.189,192.168.0.14,443,50510,udp,REQ,0,0
172.217.26.37,192.168.0.14,443,53122,tcp,FIN,56.282539,0
192.168.0.13,192.168.0.1,0x0008,0x014d,icmp,ECO,0,0
134.45.54.191,245.48.223.57,,,unas,INT,0,0
223.39.123.194,192.168.0.24,8281,47192,tcp,CON,0,890.471924
192.168.0.13,192.168.0.16,9020,49784,tcp,FIN,334.451172,122.418724
48:4b:aa:2c:d8:f9,bc:1c:81:4b:ae:ba,,,unknown,INT,0,0
192.168.0.23,224.0.0.251,5353,5353,udp,REQ,24.239779,0
192.168.0.14,192.168.0.1,53193,80,tcp,FIN,0,694.53717
192.168.0.23,163.152.1.1,51123,53,udp,CON,0,0
192.168.0.23,52.85.124.41,32992,443,tcp,CON,47.09333,94.186661
192.168.0.16,192.168.0.13,,,tcp,INT,890.471924,0
192.168.0.16,192.168.0.13,,,unas,INT,0,0
48:4b:aa:2c:d8:f9,bc:1c:81:4b:ae:ba,,,unknown,INT,0,0
219.241.0.13,192.168.0.16,,,unas,INT,0,0
48:3b:0e:9e:55:35,bc:1c:81:4b:ae:ba,,,unknown,INT,0,0
192.168.0.13,192.168.0.16,25404,49784,tcp,CON,0,0
192.168.0.1,239.255.255.250,42360,1900,udp,INT,464.092346,0
192.168.0.14,192.168.0.1,53194,80,tcp,FIN,0,777.487427
192.168.0.23,223.39.118.176,37484,443,tcp,CLO,35.644905,178.224533
192.168.0.23,223.39.118.176,37482,443,tcp,CLO,29.300882,97.669609
74.125.203.189,192.168.0.14,443,62988,udp,REQ,0,0
192.168.0.13,192.168.0.16,9020,49784,tcp,FIN,222.087738,225.702179
192.168.0.24,104.70.122.58,50966,443,tcp,CON,354.061096,1163.343506
51.147.1.24,104.70.122.58,,,unas,INT,0,0
104.70.122.38,105.196.100.105,36031,40487,tcp,CON,0,0
108.177.97.189,192.168.0.14,443,50510,udp,REQ,0,0
192.168.0.14,192.168.0.1,53195,80,tcp,FIN,0,648.352905
192.168.0.23,163.152.1.1,49760,53,udp,CON,0,0
192.168.0.23,13.32.255.250,37666,80,tcp,CON,20.114452,176.00145
192.168.0.23,13.32.255.250,59677,80,tcp,REQ,0,0
192.168.0.1,192.168.0.23,0x000b,0x0000,icmp,TXD,0,0
192.168.0.13,192.168.0.16,9020,49784,tcp,FIN,289.352875,115.861633
192.168.0.13,192.168.0.16,,,tcp,INT,0,0
192.168.0.14,192.168.0.1,53196,80,tcp,FIN,0,729.754272
192.168.0.13,192.168.0.1,0x0008,0x014d,icmp,ECO,0,0
198.252.206.25,192.168.0.14,443,52650,tcp,CON,0,0
192.168.0.23,223.39.118.176,37484,443,tcp,FIN,96.376251,192.752502
192.168.0.23,223.39.118.176,37482,443,tcp,FIN,1.971788,1.971788
192.168.0.13,192.168.0.16,9020,49784,tcp,FIN,272.698761,127.846306
192.168.0.13,239.255.255.250,49415,1900,udp,INT,15.953416,0
192.168.0.1,192.168.0.13,1900,49415,udp,INT,0,0
13.228.233.32,192.168.0.13,6000,47501,udp,CON,0,0
192.168.0.14,192.168.0.1,53197,80,tcp,FIN,0,769.109192
192.168.0.13,192.168.0.1,51248,57592,tcp,REQ,0.6666,0
192.168.0.24,104.70.122.58,50966,443,tcp,CON,81.419228,1004.170532
192.168.0.24,104.70.122.58,,,tcp,INT,0,0
26.96.226.69,192.168.0.16,9020,49784,tcp,CON,0,0
192.168.0.13,3.0.230.212,33397,8820,tcp,CON,9.973769,0
74.125.203.189,192.168.0.14,443,62988,udp,REQ,0,0
192.168.0.13,192.168.0.16,9020,49784,tcp,FIN,213.695358,117.623077
192.168.0.14,192.168.0.1,53198,80,tcp,FIN,0,741.410278
192.168.0.23,224.0.0.251,5353,5353,udp,REQ,31.209038,0
192.168.0.16,13.228.245.106,57216,80,tcp,FIN,10.69553,0
210.103.251.72,192.168.0.16,5223,49787,tcp,CON,26.814686,26.814686
108.177.97.189,192.168.0.14,443,50510,udp,REQ,0,0
48:4b:aa:2c:d8:f9,bc:1c:81:4b:ae:ba,,,unknown,INT,0,0
179.12.178.128,12.71.218.198,,,pgm,INT,0,0
192.168.0.14,192.168.0.1,53199,80,tcp,FIN,0,698.798645
163.152.1.1,192.168.0.23,53,62576,udp,INT,0,0
192.168.0.23,23.23.254.24,49718,443,tcp,CON,1.192168,9.537343
192.168.0.24,223.39.118.176,37678,443,tcp,RST,743.494446,0
192.168.0.13,192.168.0.16,9020,49784,tcp,RST,212.832092,167.625275
192.168.0.13,192.168.0.16,9020,49832,tcp,CON,0,0
104.76.84.32,192.168.0.23,443,49366,tcp,FIN,3311.258301,0
192.168.0.1,192.168.0.16,,,arp,CON,0,0
192.168.0.1,224.0.0.1,,,igmp,INT,226.821655,0
192.168.0.16,224.0.0.251,,,igmp,INT,0,0
192.168.0.13,224.0.0.251,,,igmp,REQ,0,0
192.168.0.13,239.255.255.250,,,igmp,REQ,0,0
192.168.0.23,224.0.0.251,,,igmp,INT,0,0
192.168.0.13,192.168.0.1,0x0008,0x014d,icmp,ECO,78.771172,0
192.168.0.14,192.168.0.1,53200,80,tcp,FIN,0,773.096252
192.168.0.24,104.70.122.58,50966,443,tcp,CON,167.749588,1151.880493
192.168.0.1,192.168.0.23,,,arp,CON,0,0
192.168.0.13,192.168.0.16,9020,49784,tcp,FIN,218.839203,122.670418
192.168.0.13,192.168.0.16,29517,49272,tcp,CON,0,0
192.168.192.12,85.117.245.163,56696,9020,tcp,CON,0,0
74.125.203.189,192.168.0.14,443,62988,udp,REQ,0,0
192.168.0.14,192.168.0.1,53201,80,tcp,FIN,0,1334.472046
192.168.0.24,223.39.118.176,41716,443,tcp,RST,0,0
192.168.0.24,223.39.118.176,43457,443,tcp,RST,0,0
192.168.0.24,223.39.118.176,38188,443,tcp,RST,0,0
192.168.0.24,223.39.118.176,38127,443,tcp,RST,0,0
192.168.0.24,223.39.118.176,47361,443,tcp,RST,0,0
192.168.0.24,223.39.118.176,35104,443,tcp,RST,0,0
192.168.0.24,223.39.118.176,56401,443,tcp,RST,0,0
192.168.0.24,223.39.118.176,58102,443,tcp,RST,0,0
192.168.0.24,223.39.118.176,56625,443,tcp,RST,0,0
192.168.0.24,223.39.118.176,50866,443,tcp,RST,0,0
192.168.0.24,223.39.118.176,33685,443,tcp,RST,0,0
54.64.130.29,192.168.0.23,8080,36686,tcp,CON,0,0
48:4b:aa:2c:d8:f9,bc:1c:81:4b:ae:ba,,,unknown,INT,0,0
192.168.0.13,192.168.0.16,9020,49784,tcp,FIN,242.201111,131.200607
108.177.97.189,192.168.0.14,443,50510,udp,REQ,0,0
192.168.0.14,192.168.0.1,53202,80,tcp,FIN,0,836.461121
54.180.73.158,192.168.0.23,9673,45181,tcp,CON,0,0
192.168.0.13,224.0.0.251,5353,5353,udp,INT,79.259712,0
48:4b:aa:2c:d8:f9,bc:1c:81:4b:ae:ba,,,unknown,INT,0,0
192.168.0.24,104.70.122.58,50966,443,tcp,CON,62.238602,731.303528
192.168.0.13,192.168.0.16,9020,49784,tcp,FIN,461.800659,145.400208
192.168.0.23,224.0.0.251,5353,5353,udp,REQ,2952.755859,0
192.168.0.14,192.168.0.1,53203,80,tcp,FIN,0,695.874878
192.168.0.23,23.23.254.24,49720,443,tcp,CON,3.385978,9.029274
13.228.233.32,192.168.0.13,6000,47501,udp,CON,0,0
163.152.1.1,192.168.0.23,53,54034,udp,INT,0,0
163.152.11.6,192.168.0.23,53,34753,udp,INT,0,0
192.168.0.13,192.168.0.1,0x0008,0x014d,icmp,ECO,0,0
48:4b:aa:2c:d8:f9,bc:1c:81:4b:ae:ba,,,unknown,INT,0,0
172.217.31.136,192.168.0.23,443,50318,tcp,CON,0,0
192.168.0.13,192.168.84.166,13030,51733,tcp,CON,0,0
192.168.0.13,192.168.224.16,9020,49784,tcp,CON,0,0
192.168.0.14,192.168.0.1,53204,80,tcp,FIN,0,722.340393
192.168.0.1,192.168.0.24,,,arp,CON,0,0
192.168.0.13,192.168.0.16,9020,49784,tcp,FIN,257.458588,116.752136
163.152.1.1,192.168.0.14,53,33008,udp,INT,0,0
192.168.0.1,192.168.0.13,,,arp,CON,0,0
172.217.25.99,192.168.0.14,443,56595,udp,INT,85.501755,0
74.125.203.189,192.168.0.14,443,62988,udp,REQ,0,0
192.168.0.14,192.168.0.1,53205,80,tcp,FIN,0,725.299744
48:4b:aa:2c:d8:f9,bc:1c:81:4b:ae:ba,,,unknown,INT,0,0
192.168.0.13,3.0.230.212,33397,8820,tcp,CON,11.170439,0
192.168.0.13,192.168.0.16,9020,49784,tcp,FIN,228.609116,109.59613
192.168.0.24,104.70.122.58,50966,443,tcp,CON,23.906288,0
108.177.97.189,192.168.0.14,443,50510,udp,REQ,0,0
172.217.161.42,192.168.0.16,443,57192,tcp,RST,54.372948,81.559418
192.168.0.16,203.205.142.177,57194,443,tcp,FIN,34.307083,17.153542
192.168.0.14,192.168.0.1,53206,80,tcp,FIN,0,630.428711
192.168.0.16,172.217.25.110,57199,443,tcp,RST,57.022297,85.533447
48:4b:aa:2c:d8:f9,bc:1c:81:4b:ae:ba,,,unknown,INT,0,0
192.168.0.13,192.168.0.16,9020,49784,tcp,RST,269.433044,115.814201
192.168.0.23,23.23.254.24,49718,443,tcp,FIN,0.202526,0.202526
192.168.0.14,192.168.0.1,53207,80,tcp,FIN,0,390.493073
192.168.0.1,224.0.0.1,,,igmp,INT,38.527481,0
192.168.0.13,224.0.0.251,,,igmp,REQ,0,0
192.168.0.16,224.0.0.251,,,igmp,INT,0,0
192.168.0.13,239.255.255.250,,,igmp,REQ,0,0
192.168.0.23,224.0.0.251,,,igmp,REQ,0,0
192.168.0.13,192.168.0.1,0x0008,0x014d,icmp,ECO,0,0
74.125.203.189,192.168.0.14,443,62988,udp,REQ,0,0
223.39.123.194,192.168.0.24,8281,47192,tcp,CON,0,671.14093
192.168.0.14,192.168.0.1,53208,80,tcp,FIN,0,658.32782
172.217.25.99,192.168.0.14,443,56595,udp,REQ,4115.226074,0
192.168.0.13,192.168.0.16,9020,49784,tcp,FIN,289.603424,119.592491
198.252.206.25,192.168.0.14,443,52650,tcp,CON,0,0
192.168.0.23,224.0.0.251,5353,5353,udp,REQ,60.307266,0
192.168.0.24,104.70.122.58,50966,443,tcp,CON,30.893049,224.283539
104.70.122.125,234.179.89.124,61440,3844,tcp,CON,0,0
104.70.122.58,192.168.0.32,21346,33264,tcp,CON,855.431946,0
38.223.141.116,104.70.122.58,,,cpnx,INT,0,0
192.168.0.23,52.85.124.41,32992,443,tcp,FIN,117.633224,0
192.168.0.23,23.23.254.24,49718,443,tcp,FIN,0,0
108.177.97.189,192.168.0.14,443,50510,udp,REQ,0,0
192.168.0.1,239.255.255.250,42360,1900,udp,INT,510.043945,0
48:4b:aa:24:da:f9,bc:5c:81:4b:ae:ba,,,nbs,INT,0,0
192.168.0.14,192.168.0.1,53209,80,tcp,FIN,0,551.149536
192.168.0.13,192.168.0.16,9020,49784,tcp,FIN,217.127304,110.589096
134.130.27.13,192.168.0.16,,,unas,INT,0,0
13.228.233.32,192.168.0.13,6000,47501,udp,CON,0,0
192.168.0.14,192.168.0.1,53210,80,tcp,FIN,0,708.540771
192.168.0.16,192.168.0.1,,,arp,CON,0,0
192.168.0.13,192.168.0.16,9020,49784,tcp,FIN,237.035263,111.498817
192.168.0.23,23.23.254.24,49720,443,tcp,CON,0,0
216.58.197.234,192.168.0.23,443,45568,tcp,FIN,25.534958,0
192.168.0.14,192.168.0.1,53211,80,tcp,FIN,0,777.260803
192.168.0.13,192.168.0.1,0x0000,0x014d,icmp,ECR,0,0
192.168.0.24,104.70.122.58,50966,443,tcp,CON,41.953346,0
74.125.203.189,192.168.0.14,443,62988,udp,REQ,0,0
172.217.25.99,192.168.0.14,443,56595,udp,REQ,0,0
192.168.0.13,192.168.0.16,9020,49784,tcp,FIN,186.879593,106.012428
fe80::8bce:5cb5:dc08:7a4e,ff02::2,133,0,ipv6-icmp,NRS,16.624966,0
192.168.0.14,192.168.0.1,53212,80,tcp,FIN,0,748.876709
108.177.97.189,192.168.0.14,443,50510,udp,REQ,0,0
192.168.0.23,23.23.254.24,49720,443,tcp,FIN,0,5.152753
192.168.0.1,192.168.0.23,,,arp,CON,0,0
192.168.0.13,3.0.230.212,33397,8820,tcp,CON,0,0
192.168.0.14,192.168.0.1,53213,80,tcp,FIN,0,775.979126
192.168.0.13,192.168.0.16,9020,49784,tcp,FIN,240.220322,120.610199
192.168.0.23,224.0.0.251,5353,5353,udp,REQ,17.43778,0
192.168.0.24,104.70.122.58,50966,443,tcp,CON,14.380626,107.025047
192.168.0.13,192.168.0.16,,,tcp,INT,0,0
192.168.0.13,192.168.0.16,41910,15201,tcp,CON,0,0
192.168.0.14,192.168.0.1,53214,80,tcp,FIN,0,916.363037
74.125.203.189,192.168.0.14,443,62988,udp,REQ,38.554958,0
192.168.0.13,192.168.0.16,9020,49784,tcp,FIN,224.906067,110.540222
108.177.97.189,192.168.0.14,443,50510,udp,REQ,0,0
192.168.0.1,224.0.0.1,,,igmp,INT,29.354134,0
192.168.0.13,224.0.0.251,,,igmp,REQ,0,0
192.168.0.13,239.255.255.250,,,igmp,REQ,0,0
192.168.0.23,224.0.0.251,,,igmp,REQ,0,0
135.2.248.244,157.203.126.171,,,vmtp,INT,0,0
192.168.0.13,192.168.0.1,0x0008,0x014d,icmp,ECO,0,0
192.168.0.16,224.0.0.251,,,igmp,INT,0,0
48:cb:fe:5a:d5:fa,bc:1c:81:4b:ae:ba,,,unknown,INT,0,0
192.168.0.14,192.168.0.1,53215,80,tcp,FIN,0,827.522278
192.168.0.1,192.168.0.24,,,arp,CON,0,0
192.168.0.13,192.168.0.16,9020,49784,tcp,RST,245.889297,113.953629
13.228.233.32,192.168.0.13,6000,47501,udp,CON,0,0
192.168.0.14,192.168.0.1,53216,80,tcp,FIN,0,874.453491
192.168.0.1,192.168.0.13,,,arp,CON,0,0
192.168.0.24,104.70.122.58,50966,443,tcp,CON,104.242683,0
192.168.32.13,192.168.0.16,9020,49784,tcp,CON,0,0
48:4b:aa:2c:d8:f9,bc:1c:81:4b:ae:ba,,,chaos,INT,0,0
192.168.0.13,192.168.0.16,9020,49784,tcp,RST,411.377045,101.643745
234.179.89.116,81.109.239.135,58828,45628,tcp,CON,0,0
192.168.0.14,192.168.0.1,53217,80,tcp,FIN,0,769.239014
192.168.0.23,52.78.5.97,50872,443,tcp,FIN,1.83607,0
192.168.0.13,192.168.0.16,9020,49784,tcp,FIN,539.729187,113.045959
74.125.203.189,192.168.0.14,443,62988,udp,REQ,0,0
192.168.0.23,163.152.1.1,6853,53,udp,CON,0,0
192.168.0.23,224.0.0.251,5353,5353,udp,REQ,13.481267,0
192.168.0.23,54.243.33.91,55752,443,tcp,CON,8.997377,8.997377
192.168.0.14,192.168.0.1,53218,80,tcp,FIN,0,729.118286
48:4b:aa:2c:d8:f9,bc:1c:81:4b:ae:ba,,,ip,INT,0,0
192.168.0.24,104.70.122.58,50966,443,tcp,CON,170.628296,424.036652
192.168.0.23,163.152.1.1,20818,53,udp,CON,0,0
192.168.0.23,172.217.26.2,54550,443,tcp,CON,27.063324,33.829155
192.170.0.16,192.168.96.143,51832,9148,tcp,CON,0,0
210.103.251.72,192.168.0.16,5223,49787,tcp,CON,44.418781,11.845008
192.168.0.23,163.152.1.1,53283,53,udp,INT,0,0
192.168.0.23,163.152.11.6,59105,53,udp,INT,0,0
108.177.97.189,192.168.0.14,443,50510,udp,REQ,0,0
13.125.144.73,192.168.0.23,9673,38683,tcp,CON,0,0
38.224.165.15,192.168.0.16,,,unas,INT,0,0
192.168.0.13,192.168.0.1,0x0008,0x014d,icmp,ECO,0,0
192.168.0.13,192.168.0.16,,,unas,INT,0,0
192.168.0.14,192.168.0.1,53219,80,tcp,FIN,0,530.091797
192.168.0.23,52.78.5.97,50872,443,tcp,FIN,0,0
192.168.0.13,192.168.0.16,9020,49784,tcp,FIN,480.938293,107.366661
198.252.206.25,192.168.0.14,443,52650,tcp,CON,0,0
192.168.0.24,104.70.122.58,50966,443,tcp,CON,105.289856,545.592896
192.168.0.1,192.168.0.16,,,arp,CON,0,0
192.168.0.23,223.39.118.176,37496,443,tcp,CLO,1.985998,6.355193
223.39.123.194,192.168.0.24,8281,47192,tcp,CON,2.371742,2.371742
108.177.125.188,192.168.0.23,5228,44974,tcp,CON,2.723367,0
192.168.0.24,223.39.123.191,33760,443,tcp,CON,62.021797,56.383453
192.168.0.14,192.168.0.1,53220,80,tcp,FIN,0,566.726196
74.125.203.189,192.168.0.14,443,62988,udp,REQ,0,0
192.168.0.13,3.0.230.212,33397,8820,tcp,CON,10.130071,0
210.103.251.72,192.168.0.16,5223,49787,tcp,CON,22.185738,22.185738
192.168.0.13,192.168.0.16,9020,49784,tcp,RST,267.935669,105.253304
192.168.0.14,239.255.255.250,56359,1900,udp,INT,4.907428,0
192.168.0.23,52.78.5.97,50872,443,tcp,FIN,0,0
192.168.0.14,192.168.0.1,53221,80,tcp,FIN,0,746.880249
192.168.0.24,223.39.123.191,33760,443,tcp,FIN,0,0
108.177.97.189,192.168.0.14,443,50510,udp,REQ,21.29744,0
192.168.0.13,192.168.0.16,9020,49784,tcp,FIN,455.304352,103.167465
192.168.0.13,192.168.0.24,9020,49784,tcp,CON,0,0
48:cb:89:b9:d5:1f,bc:1c:81:4b:ae:ba,,,ip,INT,0,0
13.228.233.32,192.168.0.13,6000,47501,udp,CON,0,0
192.168.0.14,192.168.0.1,53222,80,tcp,FIN,0,673.942749
192.168.0.1,224.0.0.1,,,igmp,INT,16.806911,0
192.168.0.16,224.0.0.251,,,igmp,INT,0,0
192.168.0.13,224.0.0.251,,,igmp,REQ,0,0
192.168.0.13,239.255.255.250,,,igmp,REQ,0,0
192.168.0.23,224.0.0.251,,,igmp,REQ,0,0
192.168.0.24,104.70.122.58,50966,443,tcp,CON,133.302521,1075.307007
192.168.0.13,192.168.0.1,0x0008,0x014d,icmp,ECO,0,0
192.232.0.13,192.168.0.16,9020,49784,tcp,CON,0,0
163.152.1.1,192.168.0.14,53,52809,udp,INT,0,0
216.58.197.206,192.168.0.14,443,60033,udp,INT,60.813068,0
216.58.197.206,192.168.0.14,443,51736,udp,INT,70.232933,0
192.168.0.23,223.39.118.176,37496,443,tcp,CLO,0,0
192.168.0.13,192.168.0.16,9020,49784,tcp,FIN,249.55423,123.870743
192.168.0.23,224.0.0.251,5353,5353,udp,REQ,15.664652,0
192.168.0.14,192.168.0.1,53223,80,tcp,FIN,0,784.473877
192.168.0.13,192.168.0.16,,,tcp,INT,0,0
48:4b:aa:2c:d8:f9,bc:1c:81:4b:ae:ba,,,unknown,INT,0,0
192.168.0.13,192.160.16.16,9020,49784,tcp,CON,0,0
192.168.0.13,192.168.0.48,9020,49784,tcp,CON,0,0
192.168.0.1,239.255.255.250,42360,1900,udp,INT,193.956665,0
192.168.0.14,192.168.0.1,53224,80,tcp,FIN,0,652.706482
74.125.203.189,192.168.0.14,443,62988,udp,REQ,0,0
223.39.123.194,192.168.0.24,8281,47192,tcp,CON,0.606489,1.819468
192.168.0.24,8.8.8.8,36189,53,tcp,FIN,35.389877,11.796626
192.168.0.1,192.168.0.23,,,arp,CON,0,0
192.168.0.13,192.168.0.16,9020,49784,tcp,FIN,283.802185,112.878159
192.168.0.23,52.78.5.97,50872,443,tcp,FIN,0,0
192.168.0.24,223.39.123.193,58383,8100,tcp,FIN,10.412818,7.598543
192.168.0.24,223.39.118.176,45638,443,tcp,CON,24.541958,20.079784
192.168.0.24,223.39.123.191,51718,443,tcp,CON,35.067211,31.170855
192.168.0.24,223.39.118.176,55291,443,tcp,CON,32.697906,24.523428
108.177.125.188,192.168.0.23,5228,44974,tcp,CON,1.575679,1.050453
192.168.0.23,223.39.118.176,37498,443,tcp,CLO,3.268193,5.719337
192.168.0.23,223.39.118.176,37500,443,tcp,CLO,32.513626,46.96413
192.168.0.23,223.39.118.176,37502,443,tcp,CON,38.498188,86.620918
192.168.0.23,163.152.1.1,10209,53,udp,CON,0,0
192.168.0.23,180.182.59.219,50088,443,tcp,CLO,78.257759,413.648163
192.168.0.23,180.182.59.219,50086,443,tcp,CLO,98.2593,309.894714
192.168.0.23,180.182.59.219,50090,443,tcp,CLO,48.846012,187.243042
192.168.0.23,180.182.59.219,50092,443,tcp,CLO,58.477089,242.262238
192.168.0.23,104.76.84.32,49360,443,tcp,RST,141.723358,141.723358
192.168.0.23,104.76.84.32,49364,443,tcp,FIN,0,237.812119
192.168.0.23,104.76.84.32,49362,443,tcp,RST,383.509125,191.754562
192.168.0.24,104.70.122.58,50966,443,tcp,CON,54.473015,1128.369629
192.168.0.14,192.168.0.1,53225,80,tcp,FIN,0,692.258057
e1:a6:a0:2c:d8:f9,fc:55:61:cf:ae:ba,,,pup.3,INT,0,0
108.177.97.189,192.168.0.14,443,50510,udp,REQ,0,0
192.168.0.13,192.168.0.16,9020,49784,tcp,RST,232.572342,116.687851
223.39.123.194,192.168.160.215,42345,56869,tcp,RST,0,0
223.39.123.194,192.168.0.24,8281,47192,tcp,CON,1118.449097,1331.487061
192.168.0.24,223.39.123.194,47192,8289,tcp,CON,0,0
192.168.0.16,163.152.1.1,51550,53,udp,CON,0,0
192.168.0.16,18.136.162.179,57217,443,tcp,CON,8.580546,21.451366
210.103.251.72,192.168.0.16,5223,49787,tcp,FIN,0,386.996918
192.168.0.24,223.39.123.191,51718,443,tcp,FIN,27.227184,27.227184
192.168.0.14,192.168.0.1,53226,80,tcp,FIN,0,620.45813
192.168.0.13,192.168.0.1,0x0008,0x014d,icmp,ECO,0,0
192.168.0.1,192.168.0.24,,,arp,CON,0,0
192.168.0.24,163.152.1.1,32907,53,udp,CON,0,0
192.168.0.24,222.239.240.107,57678,443,tcp,RST,54.087742,295.433807
192.168.0.24,223.39.123.245,52699,7000,tcp,FIN,38.548943,36.68367
192.168.0.24,223.39.118.176,50059,443,tcp,CON,16.327477,13.358844
216.58.197.206,192.168.0.14,443,51736,udp,REQ,0,0
108.177.125.188,192.168.0.23,5228,44974,tcp,CON,0,0
192.168.0.23,223.39.118.176,37498,443,tcp,CLO,1.542087,1.799101
192.168.0.13,192.168.0.16,9020,49784,tcp,RST,245.042114,101.864616
192.168.0.13,192.168.0.16,41759,22389,tcp,CON,0,0
192.168.0.14,192.168.0.1,53227,80,tcp,FIN,0,735.602112
192.168.0.24,223.39.118.176,53787,443,tcp,RST,274.423706,0
192.168.0.24,223.39.118.176,45638,443,tcp,FIN,26.442434,79.327309
192.168.0.24,223.39.118.176,55291,443,tcp,FIN,24.14934,24.14934
192.168.0.23,223.39.118.176,37500,443,tcp,FIN,0,189.663345
192.168.0.23,223.39.118.176,37502,443,tcp,FIN,0,148.345947
192.168.0.1,192.168.0.13,,,arp,CON,0,0
74.125.203.189,192.168.0.14,443,62988,udp,REQ,0,0
192.168.0.23,223.39.118.176,37512,443,tcp,CON,44.734474,150.978851
192.168.0.23,223.39.118.176,37514,443,tcp,CON,49.230042,118.152107
192.168.0.23,223.39.118.176,37516,443,tcp,CON,72.13446,389.526062
192.168.0.23,223.39.118.176,37518,443,tcp,CON,87.759323,561.659668
192.168.0.24,104.70.122.58,50966,443,tcp,CON,149.556671,932.948792
192.168.0.23,163.152.1.1,31322,53,udp,CON,0,0
192.168.0.23,211.233.18.24,40278,443,tcp,CLO,158.340134,433.969238
192.168.0.23,211.233.18.24,40276,443,tcp,CLO,230.362885,675.38208
192.168.0.23,211.233.18.24,40282,443,tcp,CLO,155.097153,611.52594
192.168.0.23,211.233.18.24,40280,443,tcp,CLO,172.751358,407.885162
100.26.141.180,9.70.122.58,50966,443,tcp,CON,0,0
192.168.0.23,180.182.59.219,50092,443,tcp,RST,420.212219,315.15918
192.168.0.23,180.182.59.219,50090,443,tcp,RST,106.746376,106.746376
192.168.0.23,180.182.59.219,50086,443,tcp,FIN,77.357468,0
192.168.0.23,180.182.59.219,50088,443,tcp,FIN,1.080434,1.080434
192.168.0.13,3.0.230.212,33397,8820,tcp,CON,11.415525,0
192.168.0.14,192.168.0.1,53228,80,tcp,FIN,0,622.379761
192.168.0.23,224.0.0.251,5353,5353,udp,REQ,17.965981,0
192.168.0.13,192.168.0.16,9020,49784,tcp,FIN,258.898071,144.054565
108.177.97.189,192.168.0.14,443,50510,udp,REQ,0,0
13.228.233.32,192.168.0.13,6000,47501,udp,CON,0,0
192.168.0.23,223.39.118.176,37498,443,tcp,CLO,1.938236,3.230394
192.168.0.13,239.255.255.250,33532,1900,udp,INT,14.798481,0
192.168.0.1,192.168.0.13,1900,33532,udp,INT,0,0
192.168.0.24,223.39.123.191,53354,443,tcp,CON,38.831249,49.421589
192.168.0.16,192.168.64.13,49784,9020,tcp,CON,0,0
223.39.123.194,192.168.0.24,8281,47192,tcp,CON,0,0
108.177.125.188,192.168.0.23,5228,44974,tcp,CON,9.04061,9.04061
192.168.0.13,192.168.0.1,51249,57592,tcp,REQ,0.666571,0
192.168.0.14,192.168.0.1,53229,80,tcp,FIN,0,760.701904
192.168.0.23,163.152.1.1,6955,53,udp,CON,0,0
192.168.0.23,50.16.244.244,42570,443,tcp,CON,4.648763,9.297525
192.168.0.24,223.39.118.176,50059,443,tcp,FIN,27.224218,27.224218
192.168.0.13,192.168.0.16,9020,49784,tcp,FIN,300.065125,139.26564
192.168.0.205,193.168.0.16,9020,49784,tcp,CON,0,0
192.168.0.1,224.0.0.1,,,igmp,INT,12.981787,0
48:4b:aa:2c:d8:f9,bc:1c:81:4b:ae:ba,,,unknown,INT,0,0
48:4b:aa:2c:d8:f9,bc:1c:81:4b:ae:ba,,,unknown,INT,0,0
192.168.0.13,239.255.255.250,,,igmp,REQ,0,0
192.168.0.13,224.0.0.251,,,igmp,REQ,0,0
192.168.0.23,224.0.0.251,,,igmp,REQ,0,0
192.168.0.24,223.39.123.191,53354,443,tcp,FIN,0,0
192.168.0.16,224.0.0.251,,,igmp,INT,0,0
192.168.0.13,192.168.0.1,0x0008,0x014d,icmp,ECO,0,0
192.168.0.14,192.168.0.1,53230,80,tcp,FIN,0,721.857117
