SrcAddr,DstAddr,SrcMac,DstMac,Sport,Dport,State,Proto,SrcRate,DstRate
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,54786,80,sSE,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,37210,80,sSEfFR,tcp,0.22931,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,36724,80,sSEfFR,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,35752,80,sSE,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,34358,80,sSE,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,32976,80,sSE,tcp,2.967344,0.989115
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,36964,80,sSE,tcp,15267.17676,7633.588379
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,51880,80,sSEfFR,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,53568,80,sSE,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,34122,80,sSE,tcp,14814.81543,7407.407715
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,52328,80,sSE,tcp,22222.22266,11111.11133
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,54584,80,sSEfF,tcp,0,0
192.168.100.148,192.168.100.3,00:50:56:be:bf:1a,00:50:56:be:26:db,54118,80,sSE,tcp,5272.407715,3514.938232
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,52700,80,sSEfFR,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,55482,80,sSE,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,32886,80,sSEfFR,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,51898,80,sSE,tcp,21052.63086,10526.31543
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,52190,80,sSE,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,36056,80,R,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,36860,80,sSEfFR,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,55460,80,sSEfFR,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,55606,80,sSEfFR,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,34128,80,R,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,37824,80,sSEfFR,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,33204,80,sSE,tcp,18518.51758,9259.258789
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,37900,80,sSE,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,52464,80,sSEfFR,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,54372,80,sSE,tcp,0,0
192.168.100.3,192.168.100.147,00:50:56:be:26:db,00:50:56:be:89:ee,80,51356,fR,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,34936,80,sSEfF,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,36910,80,sSE,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,54738,80,sSE,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,54444,80,sSE,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,52780,80,sSE,tcp,27027.02539,13513.5127
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,51892,80,sSEfF,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,56566,80,sSE,tcp,6079.027344,3039.513672
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,35250,80,sSEfFR,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,35078,80,sSEfF,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,34192,80,sSEfF,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,38212,80,sSE,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,54754,80,sSE,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,35422,80,R,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,53726,80,sSE,tcp,22471.91016,11235.95508
192.168.100.3,192.168.100.147,00:50:56:be:26:db,00:50:56:be:89:ee,80,51528,fR,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,53890,80,sSE,tcp,25000,12500
192.168.100.3,192.168.100.147,00:50:56:be:26:db,00:50:56:be:89:ee,80,51610,E,tcp,0,0
192.168.100.5,192.168.100.3,ae:bb:10:44:55:60,fa:cb:34:12:44:59,,,E,tcp,48.036041,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,36554,80,sSEfFR,tcp,0,0
192.168.100.7,192.168.100.148,00:50:56:be:26:d4,00:50:56:be:bf:1a,80,60650,fR,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,56068,80,sSE,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,36530,80,sSE,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,35612,80,sSEfF,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,38580,80,sSEfFR,tcp,0.327702,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,34924,80,sSEfF,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,51988,80,sSE,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,36424,80,sSE,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,37578,80,sSE,tcp,15873.01563,7936.507812
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,54240,80,sSEfF,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,34746,80,sSEfFR,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,33722,80,sSE,tcp,2.581196,1.720797
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,33566,80,R,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,55186,80,sSEfFR,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,37070,80,sSEfFR,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,36456,80,sSE,tcp,10256.41016,5128.205078
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,36782,80,s,tcp,0.65811,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,54576,80,sSEfF,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,33768,80,sSEfF,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,37754,80,sSE,tcp,0,0
192.168.100.7,192.168.100.3,fa:cb:34:12:44:59,ba:ba:ca:6a:00:12,365,565,REQ,udp,42.99247,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,53628,80,sSE,tcp,11111.11133,7407.407715
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,35946,80,sSE,tcp,18691.58789,9345.793945
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,54232,80,sSEfF,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,53672,80,sSE,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,60402,80,E,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,38426,80,sSE,tcp,8.381269,5.587513
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,38318,80,sSE,tcp,0,0
192.168.100.6,192.168.100.3,bb:aa:cc:98:55:43,fa:cb:34:12:44:59,80,80,E,tcp,26.978842,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,36188,80,sSEfF,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,32914,80,sSE,tcp,12345.67969,6172.839844
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,56444,80,sSEfFR,tcp,0.33307,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,54742,80,sSE,tcp,0,0
192.168.100.7,192.168.100.3,fa:cb:34:12:44:59,ba:ba:ca:6a:00:12,365,565,REQ,udp,43.005066,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,60442,80,ER,tcp,0,0
192.168.100.3,52.64.239.193,00:50:56:be:26:db,00:50:56:be:b5:f6,41307,8883,E,tcp,0.200203,0.200203
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,53996,80,sSEfF,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,53498,80,sSEfF,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,32866,80,sSE,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,37068,80,sSE,tcp,10416.66602,5208.333008
192.168.100.148,192.168.100.3,00:50:56:be:bf:1a,00:50:56:be:26:db,53668,80,sSE,tcp,2502.084961,1668.056641
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,35594,80,R,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,53910,80,sSE,tcp,1.616795,0.538932
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,55398,80,sSEfF,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,54184,80,sSE,tcp,7246.376465,3623.188232
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,54320,80,sSEfFR,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,33800,80,R,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,37796,80,sSEfF,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,34784,80,sSEfFR,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,55318,80,sSE,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,53392,80,sSE,tcp,0,0
192.168.100.3,192.168.100.147,00:50:56:be:26:db,00:50:56:be:89:ee,80,51300,f,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,38306,80,sSEfF,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,55158,80,sSEfF,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,32876,80,sSE,tcp,0,0
192.168.100.46,192.168.100.5,be:ff:34:42:10:01,ae:bb:10:44:55:60,80,80,REQ,udp,79.930336,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,32800,80,sSEfF,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,55644,80,sSE,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,38480,80,sSE,tcp,17241.37891,8620.689453
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,54852,80,sSE,tcp,14598.54102,7299.270508
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,37780,80,sSE,tcp,13245.0332,6622.516602
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,36768,80,sSEfFR,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,38852,80,sSER,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,32814,80,sSEfFR,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,54186,80,sSE,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,55986,80,sSEfFR,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,55254,80,sSE,tcp,5190.311523,3460.207764
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,52874,80,sSE,tcp,0,0
192.168.100.3,192.168.100.147,00:50:56:be:26:db,00:50:56:be:89:ee,80,51570,E,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,36024,80,sSEfF,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,54068,80,sSEfFR,tcp,0,0
192.168.100.148,192.168.100.3,00:50:56:be:bf:1a,00:50:56:be:26:db,53728,80,sSEfFR,tcp,0.505554,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,52126,80,sSEfF,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,54066,80,sSE,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,56592,80,sSER,tcp,0.939866,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,36166,80,R,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,56378,80,sSEfFR,tcp,0.331746,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,60958,80,sSEfFR,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,52266,80,sSE,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,56002,80,sSE,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,53290,80,sSEfF,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,53412,80,sSE,tcp,27777.77734,13888.88867
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,37500,80,sSE,tcp,2.964087,1.976058
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,36294,80,sSE,tcp,17391.30469,8695.652344
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,35820,80,sSEfF,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,37268,80,sSEfF,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,34166,80,sSEfF,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,35732,80,R,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,56110,80,sSEfFR,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,34866,80,sSEfFR,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,36958,80,sSEfFR,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,33150,80,sSE,tcp,20408.16406,10204.08203
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,53626,80,sSEfF,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,33336,80,sSEfFR,tcp,0,0
192.168.100.7,192.168.100.3,fa:cb:34:12:44:59,ba:ba:ca:6a:00:12,365,565,REQ,udp,42.962387,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,55028,80,sSE,tcp,10380.62305,6920.415527
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,55616,80,sSEfF,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,38732,80,sSE,tcp,12.899231,8.599487
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,32904,80,sSE,tcp,18181.81836,9090.90918
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,38516,80,sSEfFR,tcp,0.328982,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,37220,80,sSEfFR,tcp,0.229295,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,55264,80,sSE,tcp,2525.252686,1683.501709
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,34052,80,sSEfF,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,56012,80,sSEfFR,tcp,0,0
192.168.100.148,192.168.100.3,00:50:56:be:bf:1a,00:50:56:be:26:db,53884,80,sSEfFR,tcp,0.511496,0
192.168.100.7,192.168.100.148,00:50:56:be:26:d4,00:50:56:be:bf:1a,80,60928,E,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,35970,80,sSEfF,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,35232,80,sSE,tcp,0,0
192.168.100.3,192.168.100.147,00:50:56:be:26:db,00:50:56:be:89:ee,80,51314,f,tcp,0,0
192.168.100.46,192.168.100.5,be:ff:34:42:10:01,ae:bb:10:44:55:60,3456,80,CON,udp,79.993408,79.993408
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,38636,80,sSE,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,56050,80,sSEfFR,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,54370,80,sSEfFR,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,56008,80,sSEfFR,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,35532,80,sSEfF,tcp,0,0
192.168.100.5,192.168.100.3,ae:bb:10:44:55:60,fa:cb:34:12:44:59,,,E,tcp,47.971607,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,54266,80,sSE,tcp,25974.02734,12987.01367
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,56282,80,sSE,tcp,0,0
192.168.100.7,192.168.100.148,00:50:56:be:26:d4,00:50:56:be:bf:1a,80,60836,EfFR,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,52456,80,sSE,tcp,3.605995,2.403996
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,54476,80,sSEfF,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,33732,80,sSEfF,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,53090,80,sSEfF,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,36184,80,sSE,tcp,1.118346,0.745564
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,56590,80,sSER,tcp,0.937893,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,33600,80,sSEfF,tcp,0,0
192.168.100.148,192.168.100.3,00:50:56:be:bf:1a,00:50:56:be:26:db,54422,80,sSE,tcp,4878.048828,2439.024414
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,56456,80,SEfFCR,tcp,0.328655,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,51880,80,sSEfF,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,52994,80,sSE,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,55386,80,sSE,tcp,21978.02148,10989.01074
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,38416,80,sSEfFR,tcp,1.672523,0.557508
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,52520,80,sSEfF,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,55742,80,sSE,tcp,21052.63086,10526.31543
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,60998,80,sSEfFR,tcp,0,0
192.168.100.148,192.168.100.3,00:50:56:be:bf:1a,00:50:56:be:26:db,53924,80,sSEfFR,tcp,0.512459,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,35082,80,sSE,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,35406,80,sSEfF,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,53428,80,sSEfFR,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,53124,80,sSEfF,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,54928,80,sSEfF,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,55134,80,sSEfF,tcp,0,0
192.168.100.3,192.168.100.147,00:50:56:be:26:db,00:50:56:be:89:ee,80,51400,fR,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,37740,80,sSEfFR,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,56294,80,sSE,tcp,2954.209961,1477.10498
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,33086,80,sSEfF,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,54836,80,sSE,tcp,1.462442,0.974962
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,39172,80,sSEfFR,tcp,6.126663,4.594997
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,35348,80,R,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,52864,80,sSEfFR,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,37682,80,sSE,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,56634,80,sSE,tcp,24390.24414,12195.12207
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,35036,80,sSEfFR,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,52650,80,sSE,tcp,0,0
192.168.100.3,192.168.100.147,00:50:56:be:26:db,00:50:56:be:89:ee,80,51516,fR,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,34172,80,sSEfF,tcp,0,0
192.168.100.7,192.168.100.148,00:50:56:be:26:d4,00:50:56:be:bf:1a,80,60806,E,tcp,0,0
192.168.100.46,192.168.100.5,be:ff:34:42:10:01,ae:bb:10:44:55:60,3456,80,CON,udp,79.993889,79.993889
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,35158,80,sSE,tcp,17857.14258,8928.571289
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,33892,80,R,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,53990,80,sSEfF,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,38564,80,sSEfFR,tcp,0.328982,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,56114,80,sSEfFR,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,33218,80,sSEfF,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,52334,80,sSEfF,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,34514,80,sSE,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,55958,80,sSEfF,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,52528,80,sSE,tcp,24096.38672,12048.19336
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,35226,80,sSE,tcp,16949.15234,8474.576172
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,37128,80,sSEfFR,tcp,0.229327,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,55852,80,sSEfFR,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,55614,80,sSEfFR,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,54268,80,sSEfF,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,35412,80,sSEfF,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,54850,80,sSEfF,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,53416,80,sSEfF,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,52520,80,sSE,tcp,0,0
